idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
9515;LA MARINA DORICA - S.P.A.;Api-Ip;Altro;PORTO TURISTICO DI ANCONA;VIA G. MASCINO 5/L 60125;ANCONA;AN;43.610004805614295;13.481850028038025
25202;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 55897; LOC. PONTELUNGO SNC 60131;ANCONA;AN;43.57793561401694;13.49945068359375
40677;IMPIANTI DISTRIBUZIONE PETROLI - S.R.L.;Q8;Altro;Q8 viale della Vittoria;VIALE DELLA VITTORIA 12/A 60123;ANCONA;AN;43.61620139692351;13.52166473865509
19813;RO.MA. - S.R.L.;Esso;Altro;ro.ma,srl;STRADA PROV.LE CAMERANENSE KM 0,100  60131;ANCONA;AN;43.58670104327577;13.524318784475327
19708;BRINCHI LEONARDO;Agip Eni;Altro;SELF AREA ENI DI BRINCHI LEONARDO;VIA DELLA MONTAGNOLA 24 60127;ANCONA;AN;43.59871298389587;13.50843614907376
31576;CESANELLI FABRIZIO;Api-Ip;Altro;Stazione di Rifornimento di Fabrizio Cesanelli;VIA DEL CONERO 101 60129;ANCONA;AN;43.600632405655006;13.543618029430377
4317;AUCHAN S.P.A.;Auchan;Altro;Stazione di servizio Auchan;VIA SCATAGLINI 6 60100;ANCONA;AN;43.5540584363206;13.51595163345337
31587;BRINCHI LEONARDO;Esso;Altro;stazione di servizio esso di Brinchi Leonardo;via metauro 45 d 60126;ANCONA;AN;43.60016942353077;13.449805676937103
25535;SIMONETTI MARIO S.R.L.;Simonetti Petroli;Altro;Stazione di Servizio IS - Ancona;VIA CRISTOFORO COLOMBO 104/B, 60127  ;ANCONA;AN;43.60012649389328;13.504981302922033
37537;SIMONETTI MARIO S.R.L.;Pompe Bianche;Altro;Stazione di Servizio Montesicuro;Via Montesicuro 49 60131;ANCONA;AN;43.552890474115785;13.460607496432658
12294;SOCCI STEFANO;Total Erg;Altro;stazione di servizio totalerg di Socci Stefano;VIA BRECCE BIANCHE 57 60131;ANCONA;AN;43.577187167836506;13.514938677246164
5208;METANO SENIGALLIA S.R.L.;Agip Eni;Altro;Stazione Pinocchio;STRADA VECCHIA DEL PINOCCHIO 18 60131;ANCONA;AN;43.582845997079325;13.499767184257507
30459;LUCONI FEDERICO;Total Erg;Altro;totalerg;via flaminia 226 60126;ANCONA;AN;43.60966293884717;13.455928440861499
34244;SOCCI STEFANO;Total Erg;Altro;Totalerg stazione di servizio di socci stefano;VIA SACRIPANTI 9 60131;ANCONA;AN;43.57785227377466;13.507664902481451
17708;VAREN DI CUPIDO CRISTIANA  &  C. S.N.C.;Esso;Altro;VAREN SNC;VIA I MAGGIO 148 60131;ANCONA;AN;43.542583305025595;13.509275615215302
6291;MARINELLI GIGLIOLA;Q8;Strada Statale;MARINELLI GIGLIOLA;Statale 360 Arceviese, Km. 30+026, dir. ARCEVIA 60010;ARCEVIA;AN;43.53390770794811;12.978195548057556
10960;A.S.I.A. DI CALCATELLI I. E MORICO S. S.A.S.;Tamoil;Altro;Tamoil Arcevia;Via San Giovanni Battista;ARCEVIA;AN;43.5043847269517;12.948313057422638
20067;PE.DO. DI PERINI E DORAZI S.N.C.;Api-Ip;Altro;PE.DO. SNC;VIA F.LLI KENNEDY S.N.C., 60010;BARBARA;AN;43.57841839999998;13.027545705487796
38051;T.D.M. S.R.L.;Tamoil;Altro;6015;VIA PAPA GIOVANNI XXIII 1 60021;CAMERANO;AN;43.52916176294225;13.55119451880455
30671;LAVAGGIO CAMERANO EST DI BUFARINI FABRIZIO;Pompe Bianche;Altro;Area di Servizio Eni di Bufarini Fabrizio;VIA DIRETTISSIMA DEL CONERO 54 60021;CAMERANO;AN;43.49974629242214;13.561739886999476
7106;"S.S.C. SOCIETA' SVILUPPO COMMERCIALE S.R.L." IN SIGLA "S.S.C. S. R.L.;Carrefour;Altro;CAMERANO CARREFOUR;VIA FARFISA  60021;CAMERANO;AN;43.52479408275744;13.523338531599393
6601;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;CAMERANO VIA FARFISA;VIA FARFISA SNC 60021;CAMERANO;AN;43.51912047066237;13.528831815344233
22183;RAGNI MORGAN;Tamoil;Altro;Ditta Ragni Morgan;VIA LORETANA 114 60021;CAMERANO;AN;43.52314522056178;13.557693830688436
13690;LUCARELLI FABRIZIO E MARCHETTI MAURIZIO & C. S.N.C.;Agip Eni;Strada Statale;eni;Statale 16 Adriatica, Km. 309+314, dir. pescara 60021;CAMERANO;AN;43.523027178095035;13.522822111845016
20554;EREDI DI TRAVERSA FERDINANDO DI TRAVERSA IVO & C. - S.N.C.;Q8;Altro;Q8;VIA DIRETTISSIMA DEL CONERO 1/3 60021;CAMERANO;AN;43.5320539629294;13.525816181614687
19827;RAMAZZOTTI S.A.S. DI RAMAZZOTTI SERGIO & C.;Pompe Bianche;Altro;RAMAZZOTTI S.A.S.;VIA LORETANA 195 60021;CAMERANO;AN;43.527113221073485;13.556326614749878
18699;PETRACCINI FABIO;Api-Ip;Altro;stazione servizio ip;Strada Provinciale Camerano-Offagna, Km. 0+651, dir. SIROLO  60021;CAMERANO;AN;43.52565365905879;13.53114366531372
23429;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;CAMERATA PICENA VIA PROV CHIARAVALLESE;VIA PROV CHIARAVALLESE  60020;CAMERATA PICENA;AN;43.585588428382366;13.34150566745916
30467;FERMANA CARBURANTI S.R.L.;Tamoil;Altro;Fermana Castelbellino;VIA CLEMENTINA 21 60030;CASTELBELLINO;AN;43.503998926784924;13.149234027151806
38964;UNIONE PETROLI S.R.L.;Pompe Bianche;Altro;ANCOIL;VIA CHE GUEVARA 14 60022;CASTELFIDARDO;AN;43.45184076240452;13.588296175003052
32635;"IP SERVICES S.R.L.";Api-Ip;Altro;CASTELFIDARDO - XXV APRILE;VIA XXV APRILE  60022;CASTELFIDARDO;AN;43.46405548278741;13.554379883432375
6602;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;CASTELFIDARDO-LOC. CERRETANO VIA JESINA SP3 DELLA VAL MUSONE KM5;VIA JESINA SP3 DELLA VAL MUSONE KM5  - LOC. CERRETANO SNC 60100;CASTELFIDARDO;AN;43.44618279467819;13.553947845368953
42451;CHOSEN1 S.R.L.S.;Total Erg;Strada Statale;CHOSEN1;16 Adriatica, Km. 314+135, SUD 60022;CASTELFIDARDO;AN;43.49371777625697;13.553678914904594
34343;MARINI SAURO;Api-Ip;Altro;IP;VIA RECANATESE 15 60022;CASTELFIDARDO;AN;43.45177747974301;13.53486254811287
6365;SMA S.P.A.;Pompe Bianche;Altro;SIMPLY CASTELFIDARDO;VIA MUSONE 3/B 60022;CASTELFIDARDO;AN;43.45496162349693;13.596374803704862
25618;SIMONETTI MARIO S.R.L.;Simonetti Petroli;Altro;Stazione di Servizio IS - Castelfidardo; LOCALITA' CROCETTE SN, 60022  ;CASTELFIDARDO;AN;43.4704503741995;13.569800296170115
38839;GIAMPIERI LORENZO;Total Erg;Altro;totalerg;VIA IV NOVEMBRE 1 60022;CASTELFIDARDO;AN;43.461978563740395;13.55013269931078
4601;PETROLGAS - S.R.L.;Pompe Bianche;Altro;PETROLGAS;STRADA PROV.MONTECAROTTESE KM.2-700  60032;CASTELPLANIO;AN;43.51606452799004;13.12720449685105
25742;SCUPPA ROBERTO;Esso;Altro;SCUPPA ROBERTO;LOCALITA' CANNEGGE 5 60032;CASTELPLANIO;AN;43.49710397113806;13.104385435581207
31106;QUAD'S TIME SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA CONU NICO SOCIO;Esso;Altro;Esso Cerreto d'Esi;VIA DANTE S.P.256 SNC 60043;CERRETO D'ESI;AN;43.32274639861006;12.986938878893852
5476;ENI FUEL S.P.A.;Agip Eni;Altro;15706 CHIARAVALLE;Via Che Guevara Ernesto SNC 60033;CHIARAVALLE;AN;43.61066892743474;13.329047910051258
15985;METANO 96 SRL;Agip Eni;Altro;CHIARAVALLE;Strada Prov.le per Castelferretti ;CHIARAVALLE;AN;43.59738584831663;13.348557547265614
3546;Nuova Sidap SRL;Api-Ip;Autostradale;ESINO OVEST;Autostrada A14 BOLOGNA-BARI-TARANTO, Km. 208+700, dir. Sud 60033;CHIARAVALLE;AN;43.62614179921585;13.334155568122924
6363;SMA S.P.A.;Pompe Bianche;Altro;SIMPLY CHIARAVALLE;VIA MAESTRI DEL LAVORO  60033;CHIARAVALLE;AN;43.61111837095064;13.326292634010315
26483;SIMONETTI MARIO S.R.L.;Simonetti Petroli;Altro;Stazione di Servizio IS - Chiaravalle;VIA VERDI S.N.C. 60033;CHIARAVALLE;AN;43.60181663335328;13.322510117067623
16371;TILIO TIZIANO & C. - S.N.C.;Total Erg;Altro;TOTALERG;VIA MARCONI 106 60033;CHIARAVALLE;AN;43.606821495284485;13.329245075583458
37961;ALL SERVICE POINT S.R.L.;Tamoil;Altro;ALL SERVICE POINT CORINALDO;S.P CORINALDESE 14+100  60013;CORINALDO;AN;43.646226767507684;13.080100106162718
26815;DE.MAS. DI SANTINI THOMAS E DEVID - S.N.C.;Simonetti Petroli;Altro;DISTRIBUTORE IS ;VIA NEVOLA 34 60013;CORINALDO;AN;43.63699481440317;13.060870887696865
39797;MANCINI ROBERTO;Agip Eni;Altro;stazione di servizio agip di Mancini Roberto;VIALE DELLA MURATA 43/A 60013;CORINALDO;AN;43.64265756469011;13.05730941237266
41929;BRUNORI EZIO;Api-Ip;Altro;BRUNORI EZIO;via matteotti 162 60034;CUPRAMONTANA;AN;43.45111271604618;13.109835013747215
26094;FRONTALINI MARCO;Api-Ip;Altro;distibutore IP di Frontalini Marco;VIA PONTEMAGNO SN 60034;CUPRAMONTANA;AN;43.479082164193365;13.175641000270844
25743;SCUPPA ROBERTO;Esso;Altro;SCUPPA ROBERTO;VIA CESARE BATTISTI 20 60034;CUPRAMONTANA;AN;43.44561894761651;13.113791417786388
35369;SPARAPANI S.N.C. DI SPARAPANI GIUSEPPE & C;Pompe Bianche;Altro;SPARAPANI ;VIA BARCHIO  12 60034;CUPRAMONTANA;AN;43.44559882894132;13.092338293790817
33009;CAMPIONI GIUSEPPE;Agip Eni;Altro;05716;VIA DANTE N.69 60044;FABRIANO;AN;43.34111351000683;12.913042182000709
8443;GOLDENGAS - SOCIETA' PER AZIONI;Api-Ip;Strada Statale;API/IP FABRIANO;Statale 76 della Val d'Esino, Km. 20+075, dir. NORD;FABRIANO ;AN;43.344401278396546;12.980791926383972
5153;BIEFFE S.A.S. DISTRIBUTORE METANO DI FRATONI MARIANO E C.;Pompe Bianche;Altro;BIEFFE S.A.S. DISTRIBUTORE METANO DI FRATONI MARIANO E C.;VIA DANTE 255/A, 60044;FABRIANO;AN;43.345720658429215;12.942873537540436
33644;PETROLIFERA ADRIATICA S.P.A.;Retitalia;Altro;DISTRIB. Retitalia Fabriano;VIALE MILIANI SS77  SS76 SNC 60044;FABRIANO;AN;43.330332221027724;12.89917767047882
37232;PETROLIFERA ADRIATICA S.P.A.;Retitalia;Altro;Distributore Retitalia Fabriano Martiri;VIA MARTIRI LIBERTA' KM 15-765 SNC 60044;FABRIANO;AN;43.34031129134895;12.898927554488182
25597;SERINI ANTONIO;Pompe Bianche;Altro;DISTRIBUTORE SANT'ELIA;FRAZ. SANT'ELIA N. 16, 60044;FABRIANO;AN;43.41940155787122;13.039698246256194
10341;ENERPETROLI S.R.L.;Esso;Altro;ENERPETROLI - PV FABRIANO ESSO - AN;VIA IV NOVEMBRE SNC 60044;FABRIANO;AN;43.33770406589705;12.900298833847046
40690;ALTAROCCA MAURO;Agip Eni;Altro;ENI CAFE' ALTAROCCA;VIA CORTINA SAN NICOLO' 1 60044;FABRIANO;AN;43.34378839289287;12.892035618424416
38142;ESSO STAZIONE SERVIZIO DI TOZZI TIZIANO;Esso;Strada Statale;ESSO ;Statale 76 della Val d'Esino, Km. 00, dir. Fabriano-Ancona 60044;FABRIANO;AN;43.343371394836936;12.916761722090087
6608;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;FABRIANO DANTE 272;VIA DANTE 272 60044;FABRIANO;AN;43.35041998076409;12.927858166270425
6208;FATYGRILL DI ELABOUDI FATIMA;Agip Eni;Strada Statale;Fatygrill di Elaboudi Fatima (Autogrill);Statale 76 della Val d'Esino, Km. 19,606, dir. ROMA 60044;FABRIANO;AN;43.34441220177815;12.975014448165894
13382;F.LLI SILVESTRINI S.N.C. DI SILVESTRINI FABRIZIO E SILVESTRINI MASSIMO;Total Erg;Altro;FRATELLI SILVESTRINI SNC;VIA DANTE 160 60044;FABRIANO;AN;43.342271952451576;12.91431337594986
34690;FA.DO. S.N.C. DI MONTANARI ANDREA & PALECO ALESSANDRO.;Api-Ip;Altro;IP P.LE MATTEOTTI;PIAZZALE MATTEOTTI, 29  60044;FABRIANO;AN;43.336919905784065;12.908217755190663
34849;GENTILI S.N.C. DI GENTILI SIMONE E GENTILI LUIGI;Pompe Bianche;Altro;M3;VIA E. CASOLI 3 60044;FABRIANO;AN;43.34629238120224;12.942298147290785
15984;NATURAL GAS S.R.L.;Natural Gas;Altro;NATURAL GAS SRL;Ex SP 47, Km 2,743 Loc.tà Melano Marischio 60044;FABRIANO;AN;43.34590713260119;12.860065698623657
21723;P.A.R.DI PAOLINI ANNA E ROBERTA S.N.C.;Pompe Bianche;Altro;PAR di PAOLINI ANNA E ROBERTA snc;FRAZIONE CAMPODONICO 15 60040;FABRIANO;AN;43.22619365267606;12.86339943093094
34551;EURO ETNIC DI DUMITRESCU ILEANA ALINA;Q8;Altro;Q8;VIALE SERAFINI 71 60044;FABRIANO;AN;43.34399984103207;12.904701679944992
14664;S.A.C.A.T. - SOCIETA' AUTONOMA CARBURANTI ED AFFINI TERNANA S.R.L.;Pompe Bianche;Altro;SACAT;STRADA COMUNALE MONTE CUCCO KM.2+743  60044;FABRIANO;AN;43.34587182742734;12.860240042209625
4062;CROS S.N.C. DI ROSSI DOMENICO E CROCETTI LUCA;Total Erg;Altro;_TOTALERG;VIALE XIII LUGLIO,  80 60044;FABRIANO;AN;43.32389016005815;12.893751067089852
4996;MALVASI E CASTELLUCCI DI MALVASI ANTONIO & C. S.A.S.;Agip Eni;Strada Statale;5730;Statale 16 Adriatica, Km. 286+600, dir. nord 60015;FALCONARA MARITTIMA;AN;43.643507609566875;13.363122045993805
41070;T.D.M. S.R.L.;Tamoil;Altro;7915;Via Marconi  60015;FALCONARA MARITTIMA;AN;43.62085648943621;13.378848999999946
38884;UNIONE PETROLI S.R.L.;Pompe Bianche;Altro;ANCOIL;VIA FLAMINIA 527 60015;FALCONARA MARITTIMA;AN;43.62878700492291;13.400515056483528
17968;ANGALONE CIRO;Api-Ip;Strada Statale;API-IP;Statale 16 Adriatica, Km. 290+546, dir. falconara marittima 60015;FALCONARA MARITTIMA;AN;43.62600406376138;13.406925201416016
13978;GATTINI MASSIMO;Total Erg;Altro;Area di servizio TOTALERG di Gattini Massimo;VIA MARCONI 106 60015;FALCONARA MARITTIMA;AN;43.61898291647042;13.381632465081793
7489;BBP DI BORGNOLO LOREDANA & C. S.N.C.;Esso;Strada Statale;BBP DI BORGNOLO L. SNC;Statale 16 Adriatica, Km. 291+475, dir. ANCONA 60015;FALCONARA MARITTIMA;AN;43.61573476685612;13.394903540611267
22020;CARBURANTI RIZZUTO E GUIDI S.N.C. DI RIZZUTO FERDINANDO;Esso;Altro;Carburanti Rizzuto e Guidi Snc;VIA DEL CONSORZIO 19/A 60015;FALCONARA MARITTIMA;AN;43.61661488630719;13.372151011778215
34561;MED OIL - SOCIETA' A RESPONSABILITA' LIMITATA;Total Erg;Strada Statale;Distributore Totalerg NI006510 Falconara;Statale 3 Via Flaminia, Km. 289+416, dir. Senigallia 60015;FALCONARA MARITTIMA;AN;43.62064750293763;13.419292196631432
3717;CARBUPAN - S.R.L.;Agip Eni;Autostradale;ESINO EST;Autostrada A14 BOLOGNA-BARI-TARANTO, Km. 208+700, dir. Nord;FALCONARA MARITTIMA;AN;43.62777215962825;13.335071871528953
32479;BULAI A. DI DORCU CRISTIAN IONUT & C. SNC;Esso;Altro;Esso di Dorcu Cristian;VIA PONTE MURATO 16 60015;FALCONARA MARITTIMA;AN;43.60088053144947;13.357628314294402
